,Date,Close,t,P.SS_EW,P.SS_EF,P.S_EW,P.S_EF,P.M_EW,P.M_EF,P.L_EW,P.L_EF,N.SS_EW,N.SS_EF,N.S_EW,N.S_EF,N.M_EW,N.M_EF,N.L_EW,N.L_EF
1371,2008-06-19,1342.829956,2008.46448087432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,2008-06-20,1317.930054,2008.46721311475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,2008-06-23,1318,2008.47540983607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,2008-06-24,1314.290039,2008.4781420765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,2008-06-25,1321.969971,2008.48087431694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,2008-06-26,1283.150024,2008.48360655738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,2008-06-27,1278.380005,2008.48633879781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,2008-06-30,1280,2008.49453551913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,2008-07-01,1284.910034,2008.49726775956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,2008-07-02,1261.52002,2008.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,2008-07-03,1262.900024,2008.50273224044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,2008-07-07,1252.310059,2008.51366120219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,2008-07-08,1273.699951,2008.51639344262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,2008-07-09,1244.689941,2008.51912568306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,2008-07-10,1253.390015,2008.5218579235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,2008-07-11,1239.48999,2008.52459016393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,2008-07-14,1228.300049,2008.53278688525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,2008-07-15,1214.910034,2008.53551912568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,2008-07-16,1245.359985,2008.53825136612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,2008-07-17,1260.319946,2008.54098360656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,2008-07-18,1260.680054,2008.54371584699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,2008-07-21,1260,2008.55191256831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,2008-07-22,1277,2008.55464480874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,2008-07-23,1282.189941,2008.55737704918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,2008-07-24,1252.540039,2008.56010928962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,2008-07-25,1257.76001,2008.56284153005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,2008-07-28,1234.369995,2008.57103825137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,2008-07-29,1263.199951,2008.5737704918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,2008-07-30,1284.26001,2008.57650273224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,2008-07-31,1267.380005,2008.57923497268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,2008-08-01,1260.310059,2008.58196721311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,2008-08-04,1249.01001,2008.59016393443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,2008-08-05,1284.880005,2008.59289617486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,2008-08-06,1289.189941,2008.5956284153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,2008-08-07,1266.069946,2008.59836065574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,2008-08-08,1296.319946,2008.60109289617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,2008-08-11,1305.319946,2008.60928961749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,2008-08-12,1289.589966,2008.61202185792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,2008-08-13,1285.829956,2008.61475409836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,2008-08-14,1292.930054,2008.6174863388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,2008-08-15,1298.199951,2008.62021857923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,2008-08-18,1278.599976,2008.62841530055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,2008-08-19,1266.689941,2008.63114754098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,2008-08-20,1274.540039,2008.63387978142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,2008-08-21,1277.719971,2008.63661202186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,2008-08-22,1292.199951,2008.6393442623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,2008-08-25,1266.839966,2008.64754098361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,2008-08-26,1271.51001,2008.65027322404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,2008-08-27,1281.660034,2008.65300546448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,2008-08-28,1300.680054,2008.65573770492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,2008-08-29,1282.829956,2008.65846994536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,2008-09-02,1277.579956,2008.6693989071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,2008-09-03,1274.97998,2008.67213114754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,2008-09-04,1236.829956,2008.67486338798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,2008-09-05,1242.310059,2008.67759562842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,2008-09-08,1267.790039,2008.68579234973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,2008-09-09,1224.51001,2008.68852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,2008-09-10,1232.040039,2008.6912568306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,2008-09-11,1249.050049,2008.69398907104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,2008-09-12,1251.699951,2008.69672131148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,2008-09-15,1192.699951,2008.70491803279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,2008-09-16,1213.599976,2008.70765027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,2008-09-17,1156.390015,2008.71038251366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,2008-09-18,1206.51001,2008.7131147541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,2008-09-19,1255.079956,2008.71584699454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,2008-09-22,1207.089966,2008.72404371585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,2008-09-23,1188.219971,2008.72677595628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,2008-09-24,1185.869995,2008.72950819672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,2008-09-25,1209.180054,2008.73224043716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,2008-09-26,1213.27002,2008.7349726776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,2008-09-29,1106.420044,2008.74316939891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,2008-09-30,1166.359985,2008.74590163934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,2008-10-01,1161.060059,2008.74863387978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,2008-10-02,1114.280029,2008.75136612022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,2008-10-03,1099.22998,2008.75409836066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,2008-10-06,1056.890015,2008.76229508197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,2008-10-07,996.22998,2008.7650273224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,2008-10-08,984.940002,2008.76775956284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,2008-10-09,909.919983,2008.77049180328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,2008-10-10,899.219971,2008.77322404372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,2008-10-13,1003.349976,2008.78142076503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,2008-10-14,998.01001,2008.78415300546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,2008-10-15,907.840027,2008.7868852459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,2008-10-16,946.429993,2008.78961748634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,2008-10-17,940.549988,2008.79234972678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,2008-10-20,985.400024,2008.80054644809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,2008-10-21,955.049988,2008.80327868852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,2008-10-22,896.780029,2008.80601092896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,2008-10-23,908.109985,2008.8087431694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,2008-10-24,876.77002,2008.81147540984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,2008-10-27,848.919983,2008.81967213115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,2008-10-28,940.51001,2008.82240437158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,2008-10-29,930.090027,2008.82513661202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,2008-10-30,954.090027,2008.82786885246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,2008-10-31,968.75,2008.8306010929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,2008-11-03,966.299988,2008.83879781421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,2008-11-04,1005.75,2008.84153005464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,2008-11-05,952.77002,2008.84426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,2008-11-06,904.880005,2008.84699453552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,2008-11-07,930.98999,2008.84972677596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,2008-11-10,919.210022,2008.85792349727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,2008-11-11,898.950012,2008.8606557377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,2008-11-12,852.299988,2008.86338797814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,2008-11-13,911.289978,2008.86612021858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,2008-11-14,873.289978,2008.86885245902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,2008-11-17,850.75,2008.87704918033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,2008-11-18,859.119995,2008.87978142077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,2008-11-19,806.580017,2008.8825136612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,2008-11-20,752.440002,2008.88524590164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,2008-11-21,800.030029,2008.88797814208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,2008-11-24,851.809998,2008.89617486339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,2008-11-25,857.390015,2008.89890710383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,2008-11-26,887.679993,2008.90163934426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,2008-11-28,896.23999,2008.90710382514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,2008-12-01,816.210022,2008.91530054645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,2008-12-02,848.809998,2008.91803278689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,2008-12-03,870.73999,2008.92076502732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,2008-12-04,845.219971,2008.92349726776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,2008-12-05,876.070007,2008.9262295082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,2008-12-08,909.700012,2008.93442622951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,2008-12-09,888.669983,2008.93715846995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,2008-12-10,899.23999,2008.93989071038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,2008-12-11,873.590027,2008.94262295082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,2008-12-12,879.72998,2008.94535519126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,2008-12-15,868.570007,2008.95355191257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,2008-12-16,913.179993,2008.95628415301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,2008-12-17,904.419983,2008.95901639344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,2008-12-18,885.280029,2008.96174863388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,2008-12-19,887.880005,2008.96448087432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,2008-12-22,871.630005,2008.97267759563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,2008-12-23,863.159973,2008.97540983607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,2008-12-24,868.150024,2008.9781420765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,2008-12-26,872.799988,2008.98360655738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,2008-12-29,869.419983,2008.99180327869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,2008-12-30,890.640015,2008.99453551913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,2008-12-31,903.25,2008.99726775956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,2009-01-02,931.799988,2009.00273972603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,2009-01-05,927.450012,2009.01095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,2009-01-06,934.700012,2009.01369863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,2009-01-07,906.650024,2009.01643835616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,2009-01-08,909.72998,2009.01917808219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,2009-01-09,890.349976,2009.02191780822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,2009-01-12,870.26001,2009.0301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,2009-01-13,871.789978,2009.03287671233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,2009-01-14,842.619995,2009.03561643836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,2009-01-15,843.73999,2009.03835616438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,2009-01-16,850.119995,2009.04109589041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,2009-01-20,805.219971,2009.05205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,2009-01-21,840.23999,2009.05479452055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,2009-01-22,827.5,2009.05753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,2009-01-23,831.950012,2009.0602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,2009-01-26,836.570007,2009.06849315068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,2009-01-27,845.710022,2009.07123287671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,2009-01-28,874.090027,2009.07397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,2009-01-29,845.140015,2009.07671232877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,2009-01-30,825.880005,2009.07945205479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,2009-02-02,825.440002,2009.08767123288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,2009-02-03,838.51001,2009.0904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,2009-02-04,832.22998,2009.09315068493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,2009-02-05,845.849976,2009.09589041096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,2009-02-06,868.599976,2009.09863013699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,2009-02-09,869.890015,2009.10684931507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,2009-02-10,827.159973,2009.1095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,2009-02-11,833.73999,2009.11232876712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,2009-02-12,835.190002,2009.11506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,2009-02-13,826.840027,2009.11780821918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,2009-02-17,789.169983,2009.12876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,2009-02-18,788.419983,2009.13150684931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,2009-02-19,778.940002,2009.13424657534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,2009-02-20,770.049988,2009.13698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,2009-02-23,743.330017,2009.14520547945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,2009-02-24,773.140015,2009.14794520548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,2009-02-25,764.900024,2009.15068493151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,2009-02-26,752.830017,2009.15342465753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,2009-02-27,735.090027,2009.15616438356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,2009-03-02,700.820007,2009.16438356164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,2009-03-03,696.330017,2009.16712328767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,2009-03-04,712.869995,2009.1698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,2009-03-05,682.549988,2009.17260273973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,2009-03-06,683.380005,2009.17534246575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,2009-03-09,676.530029,2009.18356164384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,2009-03-10,719.599976,2009.18630136986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,2009-03-11,721.359985,2009.18904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,2009-03-12,750.73999,2009.19178082192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,2009-03-13,756.549988,2009.19452054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,2009-03-16,753.890015,2009.20273972603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,2009-03-17,778.119995,2009.20547945205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,2009-03-18,794.349976,2009.20821917808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,2009-03-19,784.039978,2009.21095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,2009-03-20,768.539978,2009.21369863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,2009-03-23,822.919983,2009.22191780822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,2009-03-24,806.119995,2009.22465753425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,2009-03-25,813.880005,2009.22739726027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,2009-03-26,832.859985,2009.2301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,2009-03-27,815.940002,2009.23287671233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,2009-03-30,787.530029,2009.24109589041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,2009-03-31,797.869995,2009.24383561644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,2009-04-01,811.080017,2009.24657534247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,2009-04-02,834.380005,2009.24931506849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,2009-04-03,842.5,2009.25205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,2009-04-06,835.47998,2009.2602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,2009-04-07,815.549988,2009.26301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,2009-04-08,825.159973,2009.26575342466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,2009-04-09,856.559998,2009.26849315068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,2009-04-13,858.72998,2009.27945205479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,2009-04-14,841.5,2009.28219178082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,2009-04-15,852.059998,2009.28493150685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,2009-04-16,865.299988,2009.28767123288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,2009-04-17,869.599976,2009.2904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,2009-04-20,832.390015,2009.29863013699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,2009-04-21,850.080017,2009.30136986301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,2009-04-22,843.549988,2009.30410958904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,2009-04-23,851.919983,2009.30684931507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,2009-04-24,866.22998,2009.3095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,2009-04-27,857.51001,2009.31780821918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,2009-04-28,855.159973,2009.32054794521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,2009-04-29,873.640015,2009.32328767123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,2009-04-30,872.809998,2009.32602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,2009-05-01,877.52002,2009.32876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,2009-05-04,907.23999,2009.33698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,2009-05-05,903.799988,2009.3397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,2009-05-06,919.530029,2009.34246575342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,2009-05-07,907.390015,2009.34520547945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,2009-05-08,929.22998,2009.34794520548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,2009-05-11,909.23999,2009.35616438356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,2009-05-12,908.349976,2009.35890410959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,2009-05-13,883.919983,2009.36164383562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,2009-05-14,893.070007,2009.36438356164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,2009-05-15,882.880005,2009.36712328767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,2009-05-18,909.710022,2009.37534246575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,2009-05-19,908.130005,2009.37808219178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,2009-05-20,903.469971,2009.38082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,2009-05-21,888.330017,2009.38356164384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,2009-05-22,887,2009.38630136986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,2009-05-26,910.330017,2009.39726027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,2009-05-27,893.059998,2009.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,2009-05-28,906.830017,2009.40273972603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,2009-05-29,919.140015,2009.40547945205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,2009-06-01,942.869995,2009.41369863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,2009-06-02,944.73999,2009.41643835616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,2009-06-03,931.76001,2009.41917808219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,2009-06-04,942.460022,2009.42191780822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,2009-06-05,940.090027,2009.42465753425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,2009-06-08,939.140015,2009.43287671233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,2009-06-09,942.429993,2009.43561643836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,2009-06-10,939.150024,2009.43835616438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,2009-06-11,944.890015,2009.44109589041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,2009-06-12,946.210022,2009.44383561644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,2009-06-15,923.719971,2009.45205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,2009-06-16,911.969971,2009.45479452055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,2009-06-17,910.710022,2009.45753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
